,Name,UniqeIdentifier,No.,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
537,Marill,183marillThick Fat2,183,marill,70,20,50,20,50,40,60,60,170,70,70,water,fairy,Thick Fat,3,Type Advantage and Manipulation,No,2,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.4,8.5,190,50,1280,Fast,0,0,0,0
538,Marowak,105marowakRock Head1,105,marowak,60,80,110,50,80,45,125,95,250,190,130,ground,ghost,Rock Head,3,Damage Modification,No,1,50.2,49.8,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,34.0,75,50,2560,Medium Fast,0,0,1,0
539,Marshadow,802marshadowTechnician7,802,marshadow,90,125,80,90,90,125,250,215,260,205,180,fighting,ghost,Technician,4,Conditional Power Boosts,No,7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0,0.7,22.2,3,0,15360,Slow,0,1,1,0
540,Marshtomp,259marshtompTorrent3,259,marshtomp,70,85,70,60,70,50,135,110,210,155,130,water,ground,Torrent,3,Conditional Power Boosts,Yes,3,88.0,12.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7,28.0,45,50,2560,Medium Slow,0,0,0,0
541,Maschiff,942maschiffIntimidate9,942,maschiff,60,78,60,40,51,51,129,91,171,138,91,dark,,Intimidate,3,Stats Affected,No,9,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,16.0,150,50,2560,Medium Slow,0,0,0,0
542,Masquerain,284masquerainIntimidate3,284,masquerain,70,60,62,100,82,80,140,180,214,122,182,bug,flying,Intimidate,3,Stats Affected,No,3,50.0,50.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.8,3.6,75,50,1920,Medium Fast,0,0,1,0
543,Maushold,925mausholdFriend Guard9,925,maushold,74,75,70,65,75,111,186,176,219,145,140,normal,,Friend Guard,5,Damage Modification,No,9,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3,2.3,75,50,1280,Fast,0,0,1,0
544,Mawile,303mawileHyper Cutter3,303,mawile,50,85,85,55,55,50,135,105,190,170,110,steel,fairy,Hyper Cutter,3,Stats Affected,Yes,3,50.2,49.8,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.6,11.5,45,50,2560,Fast,1,0,1,0
545,Medicham,308medichamPure Power3,308,medicham,60,60,75,60,75,80,140,140,210,135,135,fighting,psychic,Pure Power,3,Stats Affected,No,3,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.3,31.5,90,50,2560,Medium Fast,1,0,1,0
546,Meditite,307medititePure Power3,307,meditite,30,40,55,40,55,60,100,100,140,95,95,fighting,psychic,Pure Power,3,Stats Affected,No,3,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0.6,11.2,180,50,2560,Medium Fast,0,0,0,0
547,Meganium,154meganiumOvergrow2,154,meganium,80,82,100,83,100,80,162,163,280,182,183,grass,,Overgrow,3,Conditional Power Boosts,Yes,2,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,100.5,45,50,2560,Medium Slow,0,0,1,0
548,Melmetal,809melmetalIron Fist7,809,melmetal,135,143,143,80,65,34,177,114,343,286,145,steel,,Iron Fist,4,Conditional Power Boosts,Yes,7,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,2.5,800.0,3,0,15360,Slow,0,1,1,0
549,Meloetta,648meloettaSerene Grace5,648,meloetta,100,77,77,128,128,90,167,218,305,154,256,normal,psychic,Serene Grace,3,Conditional Power Boosts,Yes,5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.6,6.5,3,100,15360,Slow,0,1,1,0
550,Meltan,808meltanMagnet Pull7,808,meltan,46,65,65,55,35,34,99,89,146,130,90,steel,,Magnet Pull,3,Damage Modification,Yes,7,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.2,8.0,3,0,15360,Slow,0,1,0,0
551,Meowscarada,908meowscaradaOvergrow9,908,meowscarada,76,110,70,81,70,123,233,204,216,180,151,grass,dark,Overgrow,3,Conditional Power Boosts,Yes,9,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.5,31.2,45,50,2560,Medium Slow,0,0,1,0
552,Meowstic,678meowsticKeen Eye6,678,meowstic,74,48,76,83,81,104,152,187,231,124,164,psychic,,Keen Eye,3,Damage Modification,Yes,6,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,8.5,75,50,2560,Medium Fast,0,0,1,0
553,Meowth,52meowthPickup1,52,meowth,40,45,35,40,40,90,135,130,115,80,80,normal,,Pickup,3,Miscellaneous,No,1,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,4.2,255,50,2560,Medium Fast,0,0,0,0
554,Mesprit,481mespritLevitate4,481,mesprit,80,105,105,105,105,80,185,185,290,210,210,psychic,,Levitate,3,Type Advantage and Manipulation,No,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3,140,10240,Slow,0,1,1,0
555,Metagross,376metagrossClear Body3,376,metagross,80,135,130,95,90,70,205,165,300,265,185,steel,psychic,Clear Body,3,Stats Affected,Yes,3,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.6,550.0,3,35,5120,Slow,1,0,1,0
556,Metang,375metangClear Body3,375,metang,60,75,100,55,80,50,125,105,240,175,135,steel,psychic,Clear Body,3,Stats Affected,Yes,3,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.2,202.5,3,35,5120,Slow,0,0,0,0
557,Metapod,11metapodShed Skin1,11,metapod,50,20,55,25,25,30,50,55,130,75,50,bug,,Shed Skin,3,Miscellaneous,No,1,50.2,49.8,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,9.9,120,50,1920,Medium Fast,0,0,0,0
558,Mew,151mewSynchronize1,151,mew,100,100,100,100,100,100,200,200,300,200,200,psychic,,Synchronize,3,Status Affected,No,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,4.0,45,100,15360,Medium Slow,0,1,1,0
559,Mewtwo,150mewtwoPressure1,150,mewtwo,106,110,90,154,90,130,240,284,286,200,244,psychic,,Pressure,3,Stats Affected,No,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,122.0,3,0,15360,Slow,1,1,1,0
560,Mienfoo,619mienfooInner Focus5,619,mienfoo,45,85,50,55,50,65,150,120,145,135,105,fighting,,Inner Focus,3,Miscellaneous,Yes,5,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.9,20.0,180,50,3200,Medium Slow,0,0,0,0
561,Mienshao,620mienshaoInner Focus5,620,mienshao,65,125,60,95,60,105,230,200,185,185,155,fighting,,Inner Focus,3,Miscellaneous,Yes,5,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,35.5,45,50,3200,Medium Slow,0,0,1,0
562,Mightyena,262mightyenaIntimidate3,262,mightyena,70,90,70,60,60,70,160,130,200,160,120,dark,,Intimidate,3,Stats Affected,No,3,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,37.0,127,50,1920,Medium Fast,0,0,1,0
563,Milcery,868milcerySweet Veil8,868,milcery,45,40,40,50,61,34,74,84,146,80,111,fairy,,Sweet Veil,6,Damage Modification,Yes,8,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.2,0.3,200,50,2560,Medium Fast,0,0,0,0
564,Milotic,350miloticMarvel Scale3,350,milotic,95,60,79,100,125,81,141,181,299,139,225,water,,Marvel Scale,3,Miscellaneous,Yes,3,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6.2,162.0,60,50,2560,Erratic,0,0,1,0
565,Miltank,241miltankThick Fat2,241,miltank,95,80,105,40,70,100,180,140,270,185,110,normal,,Thick Fat,3,Type Advantage and Manipulation,No,2,0.0,100.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,75.5,45,50,2560,Slow,0,0,1,0
566,Mime Jr.,439mimejr.Soundproof4,439,mimejr.,20,25,45,70,90,60,85,130,155,70,160,psychic,fairy,Soundproof,3,Damage Modification,No,4,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.6,13.0,145,50,3200,Medium Fast,0,0,0,0
567,Mimikyu,778mimikyuDisguise7,778,mimikyu,55,90,80,50,105,96,186,146,240,170,155,ghost,fairy,Disguise,7,Miscellaneous,No,7,50.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,0.2,0.7,45,50,2560,Medium Fast,0,0,1,0
568,Minccino,572minccinoCute Charm5,572,minccino,55,50,40,40,40,75,125,115,135,90,80,normal,,Cute Charm,3,Stats Affected,Yes,5,25.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,5.8,255,50,1920,Fast,0,0,0,0
569,Minior,774miniorShields Down7,774,minior,60,60,100,60,100,60,120,120,260,160,160,rock,flying,Shields Down,7,Stats Affected,Yes,7,0.0,0.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.3,40.0,30,50,3200,Medium Slow,0,0,1,0
570,Minun,312minunMinus3,312,minun,60,40,50,75,85,95,135,170,195,90,160,electric,,Minus,3,Stats Affected,Yes,3,50.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,4.2,200,50,2560,Medium Fast,0,0,1,0
571,Miraidon,1008miraidonHadron Engine9,1008,miraidon,100,85,100,135,115,135,220,270,315,185,250,electric,dragon,Hadron Engine,9,Conditional Power Boosts,Yes,9,0.0,0.0,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,3.5,240.0,3,0,6400,Slow,0,1,1,0
572,Misdreavus,200misdreavusLevitate2,200,misdreavus,60,60,60,85,85,85,145,170,205,120,170,ghost,,Levitate,3,Type Advantage and Manipulation,No,2,50.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.7,1.0,45,35,3200,Fast,0,0,0,0
573,Mismagius,429mismagiusLevitate4,429,mismagius,60,60,60,105,105,105,165,210,225,120,210,ghost,,Levitate,3,Type Advantage and Manipulation,No,4,50.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.9,4.4,45,35,3200,Fast,0,0,1,0
574,Moltres,146moltresPressure1,146,moltres,90,100,90,125,85,90,190,215,265,190,210,fire,flying,Pressure,3,Stats Affected,No,1,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,2.0,66.0,3,35,10240,Slow,0,1,1,0
575,Monferno,391monfernoBlaze4,391,monferno,64,78,52,78,52,81,159,159,168,130,130,fire,fighting,Blaze,3,Conditional Power Boosts,Yes,4,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.9,22.0,45,50,2560,Medium Slow,0,0,0,0
576,Morelull,755morelullIlluminate7,755,morelull,40,35,55,65,75,15,50,80,170,90,140,grass,fairy,Illuminate,3,Stats Affected,Yes,7,50.2,49.8,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0.2,1.5,190,50,2560,Medium Fast,0,0,0,0
577,Morgrem,860morgremPrankster8,860,morgrem,65,60,45,75,55,70,130,145,165,105,130,dark,fairy,Prankster,5,Status Affected,No,8,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,0.8,12.5,120,50,2560,Medium Fast,0,0,0,0
578,Morpeko,877morpekoHunger Switch8,877,morpeko,58,95,58,70,58,97,192,167,174,153,128,electric,dark,Hunger Switch,8,Form Changes,No,8,50.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0.3,3.0,180,50,1280,Medium Fast,0,0,1,0
579,Mothim,414mothimSwarm4,414,mothim,70,94,50,94,50,66,160,160,170,144,144,bug,flying,Swarm,3,Conditional Power Boosts,Yes,4,100.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.9,23.3,45,50,1920,Medium Fast,0,0,1,0
580,Mr. Mime,122mr.mimeSoundproof1,122,mr.mime,40,45,65,100,120,90,135,190,225,110,220,psychic,fairy,Soundproof,3,Damage Modification,No,1,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.4,56.8,45,50,3200,Medium Fast,0,0,1,0
581,Mr. Rime,866mr.rimeTangled Feet8,866,mr.rime,80,85,75,110,100,70,155,180,255,160,210,ice,psychic,Tangled Feet,4,Stats Affected,Yes,8,50.2,49.8,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.5,58.2,45,50,3200,Medium Fast,0,0,1,0
582,Mudbray,749mudbrayOwn Tempo7,749,mudbray,70,100,70,45,55,45,145,90,195,170,100,ground,,Own Tempo,3,Damage Modification,Yes,7,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,110.0,190,50,2560,Medium Fast,0,0,0,0
583,Mudkip,258mudkipTorrent3,258,mudkip,50,70,50,50,50,40,110,90,150,120,100,water,,Torrent,3,Conditional Power Boosts,Yes,3,88.0,12.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.6,45,50,2560,Medium Slow,0,0,0,0
584,Mudsdale,750mudsdaleOwn Tempo7,750,mudsdale,100,125,100,55,85,35,160,90,285,225,140,ground,,Own Tempo,3,Damage Modification,Yes,7,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.5,920.0,60,50,2560,Medium Fast,0,0,1,0
585,Muk,89mukStench1,89,muk,105,105,75,65,100,50,155,115,280,180,165,poison,dark,Stench,3,Stats Affected,Yes,1,50.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,52.0,75,50,2560,Medium Fast,0,0,1,0
586,Munchlax,446munchlaxPickup4,446,munchlax,135,85,40,40,85,5,90,45,260,125,125,normal,,Pickup,3,Miscellaneous,No,4,88.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,105.0,50,50,5120,Slow,0,0,0,0
587,Munkidori,1015munkidoriToxic Chain9,1015,munkidori,88,75,66,130,90,106,181,236,244,141,220,poison,psychic,Toxic Chain,9,Status Affected,Yes,9,100.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,12.2,3,0,15360,Slow,0,1,1,0
588,Munna,517munnaForewarn5,517,munna,76,25,45,67,55,24,49,91,176,70,122,psychic,,Forewarn,4,Miscellaneous,Yes,5,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,23.3,190,50,1280,Fast,0,0,0,0
589,Murkrow,198murkrowInsomnia2,198,murkrow,60,85,42,85,42,91,176,176,144,127,127,dark,flying,Insomnia,3,Damage Modification,Yes,2,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.1,30,35,2560,Medium Slow,0,0,0,0
590,Musharna,518musharnaForewarn5,518,musharna,116,55,85,107,95,29,84,136,296,140,202,psychic,,Forewarn,4,Miscellaneous,Yes,5,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.1,60.5,75,50,1280,Fast,0,0,1,0
591,Nacli,932nacliPurifying Salt9,932,nacli,55,55,75,35,35,25,80,60,165,130,70,rock,,Purifying Salt,9,Damage Modification,No,9,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,16.0,255,50,2560,Medium Slow,0,0,0,0
592,Naclstack,933naclstackPurifying Salt9,933,naclstack,60,60,100,35,65,35,95,70,225,160,100,rock,,Purifying Salt,9,Damage Modification,No,9,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6,105.0,120,50,2560,Medium Slow,0,0,0,0
593,Naganadel,804naganadelBeast Boost7,804,naganadel,73,73,73,127,73,121,194,248,219,146,200,poison,dragon,Beast Boost,7,Conditional Power Boosts,No,7,0.0,0.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,3.6,150.0,45,0,15360,Slow,0,1,1,0
594,Natu,177natuSynchronize2,177,natu,40,50,45,70,45,70,120,140,130,95,115,psychic,flying,Synchronize,3,Status Affected,No,2,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.2,2.0,190,50,2560,Medium Fast,0,0,0,0
595,Necrozma,800necrozmaPrism Armor7,800,necrozma,97,107,101,127,89,79,186,206,287,208,216,psychic,,Prism Armor,7,Damage Modification,No,7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.3,350.0,3,0,15360,Slow,0,1,1,0
596,Nickit,827nickitRun Away8,827,nickit,40,28,28,47,52,50,78,97,120,56,99,dark,,Run Away,3,Miscellaneous,No,8,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.6,8.9,255,50,1920,Fast,0,0,0,0
597,Nidoking,34nidokingPoison Point1,34,nidoking,81,102,77,85,75,85,187,170,233,179,160,poison,ground,Poison Point,3,Status Affected,No,1,100.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.4,62.0,45,50,2560,Medium Slow,0,0,1,0
598,Nidoqueen,31nidoqueenPoison Point1,31,nidoqueen,90,92,87,75,85,76,168,151,262,179,160,poison,ground,Poison Point,3,Status Affected,No,1,0.0,100.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.3,60.0,45,50,2560,Medium Slow,0,0,1,0
599,Nidoran♀,29nidoranfPoison Point1,29,nidoranf,55,47,52,40,40,41,88,81,147,99,80,poison,,Poison Point,3,Status Affected,No,1,0.0,100.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.4,7.0,235,50,2560,Medium Slow,0,0,0,0
600,Nidoran♂,32nidoranmPoison Point1,32,nidoranm,46,57,40,40,40,50,107,90,126,97,80,poison,,Poison Point,3,Status Affected,No,1,100.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,9.0,235,50,2560,Medium Slow,0,0,0,0
601,Nidorina,30nidorinaPoison Point1,30,nidorina,70,62,67,55,55,56,118,111,192,129,110,poison,,Poison Point,3,Status Affected,No,1,0.0,100.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.8,20.0,120,50,2560,Medium Slow,0,0,0,0
602,Nidorino,33nidorinoPoison Point1,33,nidorino,61,72,57,55,55,65,137,120,173,129,110,poison,,Poison Point,3,Status Affected,No,1,100.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.9,19.5,120,50,2560,Medium Slow,0,0,0,0
603,Nihilego,793nihilegoBeast Boost7,793,nihilego,109,53,47,127,131,103,156,230,287,100,258,rock,poison,Beast Boost,7,Conditional Power Boosts,No,7,0.0,0.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.2,55.5,45,0,15360,Slow,0,1,1,0
604,Nincada,290nincadaCompound Eyes3,290,nincada,31,45,90,30,30,40,85,70,151,135,60,bug,ground,Compound Eyes,3,Stats Affected,No,3,50.2,49.8,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5.5,255,50,1920,Erratic,0,0,0,0
605,Ninetales,38ninetalesFlash Fire1,38,ninetales,73,76,75,81,100,100,176,181,248,151,181,fire,fairy,Flash Fire,3,Conditional Power Boosts,Yes,1,25.0,75.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.1,19.9,75,50,2560,Medium Fast,0,0,1,0
606,Ninjask,291ninjaskSpeed Boost3,291,ninjask,61,90,45,50,50,160,250,210,156,135,100,bug,flying,Speed Boost,3,Stats Affected,No,3,50.2,49.8,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.8,12.0,120,50,1920,Erratic,0,0,1,0
607,Noctowl,164noctowlInsomnia2,164,noctowl,100,50,50,86,96,70,120,156,246,100,182,normal,flying,Insomnia,3,Damage Modification,Yes,2,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.6,40.8,90,50,1920,Medium Fast,0,0,1,0
608,Noibat,714noibatFrisk6,714,noibat,40,30,35,45,40,55,85,100,115,65,85,flying,dragon,Frisk,4,Item Interaction,No,6,50.0,50.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0.5,8.0,190,50,2560,Medium Fast,0,0,0,0
609,Noivern,715noivernFrisk6,715,noivern,85,70,80,97,80,123,193,220,245,150,177,flying,dragon,Frisk,4,Item Interaction,No,6,50.0,50.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.5,85.0,45,50,2560,Medium Fast,0,0,1,0
610,Nosepass,299nosepassSturdy3,299,nosepass,30,45,135,45,90,30,75,75,255,180,135,rock,,Sturdy,3,Damage Modification,No,3,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,97.0,255,50,2560,Medium Fast,0,0,0,0
